customer_id,age,gender,tenure_months,monthly_charges,total_charges,data_usage_gb,call_minutes,sms_count,num_complaints,contract_type,payment_method,internet_service,churn
1072,59,Male,43,88.98,3702.99,10.6,74,163,3,Month-to-month,Mailed check,DSL,Yes
1073,21,Male,21,86.8,1838.19,11.4,265,57,1,Month-to-month,Bank transfer,Fiber optic,Yes
1074,46,Female,62,79.85,5174.8,11.2,298,254,0,Month-to-month,Mailed check,DSL,Yes
1075,35,Female,46,78.77,3460.57,36.9,478,184,4,Month-to-month,Bank transfer,Fiber optic,Yes
1076,43,Male,70,72.54,4956.59,11.3,676,397,2,One year,Credit card,Fiber optic,No
1077,61,Male,38,65.82,2549.78,5.2,547,310,4,Month-to-month,Bank transfer,DSL,Yes
1078,51,Female,49,48.77,2334.45,9.6,510,245,4,One year,Electronic check,DSL,No
1079,27,Male,75,72.62,5374.59,10.3,238,358,0,Month-to-month,Credit card,Fiber optic,Yes
1080,53,Male,81,61.7,4892.8,19.7,211,156,0,One year,Mailed check,DSL,No
1081,31,Female,39,81.37,3321.78,46.4,192,157,1,Month-to-month,Electronic check,Fiber optic,Yes
1082,48,Female,71,36.87,2614.4,11.9,503,233,0,Two year,Electronic check,DSL,No
1083,65,Female,30,77.4,2236.98,44.6,411,199,0,Month-to-month,Credit card,Fiber optic,No
1084,32,Male,21,53.88,1088.74,13,358,316,1,Two year,Electronic check,Fiber optic,No
1085,25,Female,1,70.41,69.07,13.7,583,147,1,One year,Credit card,DSL,No
1086,31,Female,32,68.55,2171.88,19.3,540,372,0,Two year,Bank transfer,DSL,No
1087,40,Male,8,70.68,553.5,26.3,554,167,2,Month-to-month,Credit card,Fiber optic,Yes
1088,57,Female,69,70.29,4874.52,7.8,57,175,0,Month-to-month,Credit card,DSL,No
1089,38,Male,30,82.39,2563.6,13.8,317,299,1,Month-to-month,Mailed check,DSL,No
1090,33,Male,8,93.96,773.34,11.1,201,339,0,Month-to-month,Electronic check,DSL,Yes
1091,62,Male,19,52.05,996.76,14,690,249,1,Two year,Mailed check,DSL,No
1092,35,Male,59,79.56,4799.3,20,546,164,0,Month-to-month,Mailed check,DSL,No
1093,64,Male,55,38.72,2164.19,13,185,29,1,Two year,Mailed check,DSL,No
1094,41,Male,30,51.08,1465.89,41.9,308,281,3,Two year,Mailed check,Fiber optic,Yes
1095,43,Female,79,97.05,7770.22,6.6,642,168,1,Month-to-month,Mailed check,DSL,No
1096,42,Female,36,55.05,2055.54,18,165,196,1,One year,Electronic check,Fiber optic,No
1097,62,Female,55,91.96,5224.73,14.7,164,175,1,Month-to-month,Electronic check,Fiber optic,No
1098,58,Male,44,66.9,2934.78,26.9,415,61,1,Month-to-month,Electronic check,Fiber optic,No
1099,46,Female,27,96.03,2547.67,32,380,334,1,Month-to-month,Mailed check,Fiber optic,No
1100,32,Male,77,43.52,3310.1,32.8,154,42,2,Two year,Electronic check,Fiber optic,No
1101,62,Female,78,67.24,5279.23,7.2,595,50,1,Month-to-month,Mailed check,DSL,No
1102,18,Male,54,65.06,3481.48,37.4,197,218,1,One year,Electronic check,Fiber optic,No
1103,42,Female,48,87.78,4149.6,38.3,673,240,0,Month-to-month,Electronic check,Fiber optic,No
1104,24,Male,30,52.6,1517.82,30.6,425,51,4,One year,Electronic check,Fiber optic,No
1105,26,Female,39,84.45,3163.84,32.1,679,334,1,Month-to-month,Electronic check,Fiber optic,No
1106,41,Male,13,79.29,982.26,17.8,108,76,0,Month-to-month,Credit card,Fiber optic,Yes
1107,18,Female,16,84.58,1420.12,32.2,250,117,0,Month-to-month,Electronic check,Fiber optic,No
1108,61,Male,44,94.93,4119.55,16.5,348,103,0,Month-to-month,Electronic check,DSL,Yes
1109,25,Female,71,48.98,3328.97,32.8,407,268,0,One year,Credit card,Fiber optic,No
1110,41,Female,27,73.78,2005.54,35.7,670,170,3,Month-to-month,Bank transfer,Fiber optic,Yes
1111,28,Female,45,47.71,2184.53,49.3,575,303,1,Two year,Bank transfer,Fiber optic,No
1112,68,Male,35,70.92,2527.07,27,587,94,0,Month-to-month,Credit card,Fiber optic,No
1113,34,Male,79,76.46,6323.88,29.8,174,307,2,Month-to-month,Bank transfer,Fiber optic,No
1114,25,Male,28,91.84,2497.78,28.1,528,282,1,Month-to-month,Electronic check,Fiber optic,Yes
1115,52,Male,7,77,560.28,20.4,203,257,0,Month-to-month,Mailed check,Fiber optic,Yes
1116,52,Male,62,54.96,3545.93,18.7,243,47,0,Two year,Mailed check,DSL,No
1117,50,Female,51,68.61,3484.33,35.6,631,385,0,Two year,Electronic check,Fiber optic,No
1118,22,Male,46,56.94,2737.84,2.9,113,90,0,One year,Electronic check,DSL,No
1119,59,Female,20,68.89,1336.71,27.2,453,109,0,Two year,Bank transfer,Fiber optic,No
1120,56,Female,38,57.98,2167.88,16.7,154,50,1,Two year,Credit card,DSL,Yes
1121,58,Male,61,60.88,3810.01,47.6,281,305,1,One year,Mailed check,Fiber optic,No
1122,45,Female,32,46.66,1559.58,11.1,469,15,0,Two year,Electronic check,DSL,No
1123,24,Male,26,95.23,2371.47,18.9,237,174,1,Month-to-month,Credit card,Fiber optic,No
1124,26,Male,58,56.51,3334.19,14.9,692,196,5,One year,Credit card,DSL,No
1125,25,Male,39,69.68,2837.95,19.4,295,58,4,Two year,Electronic check,DSL,Yes
1126,29,Female,20,77.58,1489.99,30.8,149,195,5,Month-to-month,Credit card,Fiber optic,No
1127,51,Male,82,58.86,4673.55,8.2,421,24,0,Two year,Mailed check,DSL,No
1128,50,Male,50,83.22,4234.77,13.1,142,49,0,Month-to-month,Mailed check,Fiber optic,No
1129,65,Male,79,65.78,5265.29,5,548,44,1,Two year,Credit card,DSL,No
1130,40,Female,52,98.77,5032.51,11.5,123,392,1,Month-to-month,Electronic check,DSL,No
1131,41,Male,22,93.89,2155.75,46.6,424,224,4,Month-to-month,Credit card,Fiber optic,Yes
1132,54,Female,53,83.35,4367.46,29.9,116,78,0,Month-to-month,Bank transfer,Fiber optic,No
1133,52,Female,66,68.52,4450.58,47.3,132,52,5,Two year,Electronic check,Fiber optic,Yes
1134,61,Male,43,69.21,3077.59,15.2,152,399,0,Month-to-month,Electronic check,DSL,No
1135,57,Female,82,76,6270.43,10,554,289,0,One year,Electronic check,DSL,No
1136,39,Female,23,55.93,1278.93,3.8,435,309,1,One year,Mailed check,DSL,No
1137,44,Male,77,62.91,4865.75,12.7,547,351,1,Month-to-month,Electronic check,Fiber optic,Yes
1138,52,Male,64,40.04,2618.15,6.7,210,329,0,Two year,Electronic check,DSL,No
1139,18,Male,9,82.84,714.5,11.4,77,170,0,Month-to-month,Mailed check,DSL,No
1140,52,Female,7,76.16,524.25,43.7,436,289,0,One year,Mailed check,Fiber optic,No
1141,54,Male,41,62.95,2674,45.6,230,225,5,Month-to-month,Mailed check,Fiber optic,No
1142,64,Female,54,79.32,4382.87,33.4,622,99,1,Month-to-month,Electronic check,Fiber optic,No
1143,31,Female,65,86.24,5366.65,14,219,390,2,Month-to-month,Electronic check,DSL,No
1144,20,Female,2,59.76,119.05,25.6,305,320,0,One year,Mailed check,Fiber optic,Yes
1145,18,Female,4,59.03,231.59,10.4,654,202,0,Two year,Mailed check,DSL,No
1146,22,Female,78,87.05,6988.79,8.9,363,176,0,Month-to-month,Bank transfer,DSL,No
1147,43,Male,32,62.49,1928.45,41.1,320,85,2,Month-to-month,Mailed check,Fiber optic,Yes
1148,31,Male,2,63.89,123.24,24.8,443,189,3,Two year,Credit card,Fiber optic,Yes
1149,56,Female,64,66.93,4387.01,30.2,156,15,0,Month-to-month,Bank transfer,Fiber optic,No
1150,44,Female,14,75.26,1104.97,17.6,553,318,0,One year,Mailed check,Fiber optic,No
1151,26,Male,20,73.46,1453.04,37.9,147,44,0,One year,Mailed check,Fiber optic,No
1152,32,Male,49,94.25,4786.12,13.1,347,367,0,Month-to-month,Mailed check,DSL,No
1153,32,Female,8,60,475.11,24.7,153,95,1,One year,Mailed check,Fiber optic,No
1154,43,Female,63,65.87,4214.87,4.9,234,275,1,Two year,Credit card,DSL,No
1155,59,Male,46,68.68,3155.09,11.5,575,364,0,Month-to-month,Mailed check,Fiber optic,Yes
1156,30,Male,21,73.17,1573.95,18.8,133,354,3,One year,Electronic check,Fiber optic,Yes
1157,68,Female,32,65.35,1998.6,9.3,148,11,0,One year,Bank transfer,DSL,No
1158,49,Male,8,67,538.65,27,626,17,0,Month-to-month,Mailed check,Fiber optic,No
1159,56,Male,16,66.34,1114.34,41.7,577,312,3,Month-to-month,Electronic check,Fiber optic,No
1160,66,Female,40,48.97,2008.08,19.9,257,204,0,One year,Credit card,DSL,No
1161,69,Female,27,64.68,1699.25,14.7,511,381,1,Month-to-month,Bank transfer,DSL,No
1162,49,Female,18,84.64,1493.92,35.6,420,296,1,Month-to-month,Mailed check,Fiber optic,No
1163,21,Male,35,40.98,1461.43,32.1,97,105,0,Two year,Bank transfer,Fiber optic,No
1164,47,Female,52,51.08,2562.9,12.6,668,334,0,Two year,Mailed check,DSL,Yes
1165,54,Male,15,55.55,792.18,23,614,70,1,Two year,Credit card,Fiber optic,No
1166,40,Female,63,61.8,3999.63,10.8,179,10,1,Month-to-month,Credit card,Fiber optic,No
1167,56,Female,53,50.86,2722.4,17,310,246,1,Two year,Bank transfer,DSL,No
1168,62,Male,81,60.25,4964.63,14.2,282,285,0,One year,Bank transfer,Fiber optic,No
1169,32,Male,66,69.24,4351.44,45.9,285,265,0,Two year,Bank transfer,Fiber optic,No
1170,60,Female,31,67.96,2081.2,46,670,134,1,Two year,Credit card,Fiber optic,Yes
1171,46,Female,61,61.21,3745.67,15.1,179,145,0,Two year,Electronic check,DSL,No
1172,53,Male,64,39.42,2572.79,2.1,146,113,2,Two year,Bank transfer,DSL,No
1173,30,Female,34,93.54,3289.95,33.2,454,215,3,Month-to-month,Mailed check,Fiber optic,No
1174,49,Male,55,74.06,3986.35,18,89,49,0,One year,Credit card,Fiber optic,Yes
1175,24,Male,59,78.49,4819.38,18.2,637,327,0,Month-to-month,Bank transfer,DSL,No
1176,68,Female,3,76.21,232.57,18.3,296,354,0,One year,Credit card,Fiber optic,No
1177,39,Male,17,53.86,906.33,20.7,272,282,0,Two year,Bank transfer,Fiber optic,No
1178,45,Male,78,81.44,6455.13,36.3,74,38,1,Month-to-month,Credit card,Fiber optic,Yes
1179,19,Male,78,68.87,5458.4,15.2,232,301,0,One year,Credit card,Fiber optic,No
1180,59,Female,46,75.76,3385.16,34.4,133,274,2,One year,Bank transfer,Fiber optic,No
1181,62,Male,38,64.9,2344.41,22.1,221,138,1,Month-to-month,Mailed check,Fiber optic,No
1182,23,Female,35,83.79,2821.98,35,631,55,0,Month-to-month,Credit card,Fiber optic,Yes
1183,45,Female,1,93.04,97.27,12,684,304,0,Month-to-month,Mailed check,DSL,No
1184,45,Female,29,89.85,2699.02,25.8,193,354,0,Month-to-month,Mailed check,Fiber optic,No
1185,61,Male,4,73.7,285.14,19.3,244,101,3,One year,Credit card,DSL,Yes
1186,61,Male,61,55.01,3409.13,23.2,188,186,3,One year,Credit card,Fiber optic,Yes
1187,37,Female,17,75.78,1341.87,24.3,287,81,1,Month-to-month,Credit card,Fiber optic,No
1188,47,Female,28,69.03,2013.26,41.3,664,122,0,Two year,Mailed check,Fiber optic,Yes
1189,28,Male,50,74.26,3736.92,27.2,633,271,0,One year,Credit card,Fiber optic,No
1190,45,Female,8,69.17,565.73,13.5,130,379,1,One year,Credit card,DSL,No
1191,42,Female,34,83.56,2810.94,16.1,561,228,0,Month-to-month,Credit card,DSL,No
1192,56,Male,59,49.93,2819.82,31.3,523,50,0,One year,Credit card,Fiber optic,No
1193,50,Female,18,81.42,1469.77,10.4,281,123,0,Month-to-month,Bank transfer,DSL,No
1194,18,Male,59,58.3,3377.15,25.1,459,18,3,One year,Credit card,Fiber optic,Yes
1195,44,Male,27,47.04,1258.26,6.2,101,239,0,One year,Mailed check,DSL,No
1196,69,Female,16,94.26,1458.97,6.8,621,305,1,Month-to-month,Mailed check,DSL,No
1197,30,Male,10,63.5,649.93,21.7,401,78,5,Two year,Electronic check,Fiber optic,No
1198,58,Male,76,96.01,7623.85,31.3,396,242,1,Month-to-month,Bank transfer,Fiber optic,Yes
1199,20,Male,22,68.2,1530.52,17.7,112,266,0,Month-to-month,Bank transfer,DSL,No
1200,56,Female,16,46.8,748.22,31.8,238,328,0,Two year,Electronic check,Fiber optic,No
1201,23,Female,12,64.16,763.71,19.1,647,129,0,Month-to-month,Mailed check,DSL,No
1202,25,Female,75,54.24,4088.74,4.8,140,45,1,One year,Mailed check,DSL,No
1203,44,Male,51,45.54,2357.68,11.8,411,125,1,One year,Credit card,DSL,No
1204,26,Male,1,74.21,71.44,19.7,688,225,0,Month-to-month,Electronic check,Fiber optic,Yes
1205,54,Female,27,67.62,1878.81,40.4,689,183,0,Two year,Mailed check,Fiber optic,No
1206,50,Female,67,61.47,3914.79,40.7,332,10,1,Month-to-month,Electronic check,Fiber optic,No
1207,68,Male,12,81.26,1008.77,34,206,204,1,Month-to-month,Electronic check,Fiber optic,No
1208,59,Female,30,41.35,1240.79,35,410,97,0,Two year,Bank transfer,Fiber optic,No
1209,61,Female,9,60.66,542.37,8.1,649,354,0,One year,Mailed check,DSL,No
1210,41,Female,53,54.37,2772.37,24.9,481,368,0,One year,Mailed check,Fiber optic,No
1211,32,Female,61,45.8,2817.33,9.5,371,106,1,Two year,Credit card,DSL,No
1212,49,Female,54,78.07,4042.52,19.8,416,97,0,Month-to-month,Mailed check,DSL,No
1213,49,Male,37,70.93,2720.45,9.1,193,99,0,Month-to-month,Bank transfer,DSL,No
1214,41,Female,65,85.61,5454.63,14.1,175,390,0,Month-to-month,Mailed check,Fiber optic,Yes
1215,58,Female,42,45.55,1850.45,26.1,596,140,0,Two year,Credit card,Fiber optic,No
1216,69,Male,49,95.19,4548.25,46.5,246,392,1,Month-to-month,Mailed check,Fiber optic,No
1217,66,Male,4,84.97,341.01,5.2,252,285,0,Month-to-month,Electronic check,DSL,No
1218,66,Male,64,65.44,4213.27,5.1,266,245,2,Month-to-month,Bank transfer,DSL,No
1219,69,Male,79,82.83,6437.85,25.5,165,210,3,Month-to-month,Credit card,Fiber optic,Yes
1220,29,Female,51,51.71,2713.26,38.7,628,321,0,One year,Credit card,Fiber optic,No
1221,56,Female,72,60.77,4322.03,36.6,589,119,1,Two year,Electronic check,Fiber optic,No
1222,19,Female,60,74.6,4448.04,33.9,141,370,0,Month-to-month,Bank transfer,Fiber optic,Yes
1223,20,Female,79,78.97,6007.84,13.9,490,196,1,Month-to-month,Mailed check,DSL,No
1224,66,Male,31,42.22,1261.13,2.4,55,17,0,Two year,Bank transfer,DSL,No
1225,54,Male,72,89.34,6175.97,4.5,309,197,1,Month-to-month,Bank transfer,DSL,No
1226,66,Female,58,68.32,3822.5,17.7,421,29,0,Two year,Bank transfer,DSL,No
1227,34,Female,82,54.22,4623.97,35.4,662,218,0,One year,Bank transfer,Fiber optic,No
1228,66,Female,4,82.77,337.2,47,659,365,0,Month-to-month,Bank transfer,Fiber optic,No
1229,19,Female,22,48.92,1094.75,4.3,694,375,2,Two year,Bank transfer,DSL,No
1230,19,Male,3,64.62,187,5.6,537,22,0,Month-to-month,Electronic check,DSL,No
1231,45,Female,79,96.46,7635.17,35,218,79,4,Month-to-month,Credit card,Fiber optic,Yes
1232,40,Male,47,69.8,3276.88,17,124,11,0,Month-to-month,Electronic check,Fiber optic,No
1233,54,Male,38,36.58,1360.51,15.7,113,370,0,Two year,Mailed check,Fiber optic,No
1234,49,Male,33,46.33,1493.74,9.4,239,369,2,Two year,Credit card,DSL,No
1235,50,Male,78,82.38,6594.29,25.4,431,120,0,Month-to-month,Credit card,Fiber optic,No
1236,18,Female,48,67.96,3196.24,18,61,159,0,Two year,Mailed check,DSL,No
1237,36,Female,65,78.28,5135.26,28.6,649,311,0,One year,Credit card,Fiber optic,No
1238,19,Female,26,99.89,2706.08,19.6,644,290,2,Month-to-month,Mailed check,DSL,No
1239,61,Female,8,72.74,582.73,15.4,276,55,2,One year,Bank transfer,Fiber optic,No
1240,43,Male,50,63.58,3212.05,24.8,178,391,2,One year,Bank transfer,Fiber optic,No
1241,49,Male,80,50.93,4227.28,47.8,567,385,0,One year,Credit card,Fiber optic,No
1242,23,Male,38,86.17,3346.83,40.9,69,108,0,Month-to-month,Credit card,Fiber optic,Yes
1243,49,Female,10,72.93,693.82,10.1,170,98,1,Month-to-month,Bank transfer,DSL,No
1244,21,Male,42,44.01,1782.77,3.6,573,94,0,Two year,Bank transfer,DSL,No
1245,28,Male,37,46.1,1666.31,28.8,571,399,0,Two year,Mailed check,Fiber optic,No
1246,34,Male,26,73.12,1887.89,25.4,432,359,2,One year,Credit card,Fiber optic,No
1247,55,Male,12,45.36,532.13,15.3,569,287,1,Two year,Credit card,Fiber optic,No
1248,41,Female,49,47.97,2341.45,15.7,467,218,3,One year,Electronic check,DSL,No
1249,22,Male,14,38.31,551.56,21.5,564,94,1,Two year,Bank transfer,Fiber optic,No
1250,69,Male,46,63.76,3071.68,9.9,98,276,0,Month-to-month,Bank transfer,DSL,No
1251,51,Female,35,81.54,2890.81,20.1,163,344,0,Month-to-month,Credit card,Fiber optic,Yes
1252,23,Female,29,95.39,2868.7,33.1,216,151,0,Month-to-month,Electronic check,Fiber optic,No
1253,39,Female,12,83.38,984.92,33.9,628,162,0,Month-to-month,Mailed check,Fiber optic,Yes
1254,28,Male,82,49.07,3877.62,11.8,595,273,1,One year,Mailed check,Fiber optic,No
1255,65,Male,44,37.41,1700.85,36,451,386,1,Two year,Bank transfer,Fiber optic,Yes
1256,33,Male,66,86.94,5893.93,28.7,101,71,0,Month-to-month,Electronic check,Fiber optic,Yes
1257,50,Male,2,50.5,98.34,31.9,316,74,2,Two year,Electronic check,Fiber optic,No
1258,26,Female,59,71.46,4232.41,17.9,329,204,4,One year,Mailed check,DSL,No
1259,23,Male,17,70.09,1250.37,17.3,568,91,0,One year,Bank transfer,Fiber optic,No
1260,33,Male,10,47.54,497.83,26.2,120,32,0,One year,Credit card,Fiber optic,No
1261,46,Female,18,65.3,1169.78,6.5,613,383,0,Month-to-month,Electronic check,DSL,No
1262,20,Female,22,60.38,1299.62,4.8,393,331,0,Month-to-month,Credit card,DSL,No
1263,37,Female,83,78.24,6359.88,37.1,548,253,1,One year,Bank transfer,Fiber optic,No
1264,53,Male,58,66.78,4019.69,5.3,593,233,3,Two year,Mailed check,DSL,Yes
1265,36,Male,53,71.62,3860.01,8.1,613,321,0,One year,Electronic check,DSL,No
1266,43,Male,1,92.6,93.52,15.9,514,207,0,Month-to-month,Credit card,DSL,Yes
1267,20,Male,61,75.08,4473.59,48,81,93,0,Month-to-month,Electronic check,Fiber optic,No
1268,36,Male,31,52.84,1622.71,8.5,477,207,1,Two year,Electronic check,DSL,No
1269,37,Female,31,70.88,2209.96,49.5,285,398,1,Month-to-month,Electronic check,Fiber optic,Yes
1270,49,Female,66,38.49,2545.71,47.1,356,90,0,Two year,Bank transfer,Fiber optic,No
1271,24,Male,19,65.74,1193.19,45.6,658,341,2,One year,Credit card,Fiber optic,No
1272,69,Male,53,67.53,3574.36,11.2,168,361,1,One year,Electronic check,Fiber optic,No
1273,58,Male,76,63.1,4848.6,12.1,87,270,0,One year,Credit card,DSL,Yes
1274,50,Male,74,76.51,5824.59,32.7,213,17,0,Month-to-month,Bank transfer,Fiber optic,No
1275,57,Male,22,74.83,1585.12,38.9,487,236,1,One year,Electronic check,Fiber optic,No
1276,56,Female,23,55.59,1320.07,39.4,385,24,2,One year,Electronic check,Fiber optic,No
1277,35,Female,15,70.77,1018.34,11.8,74,87,3,One year,Electronic check,Fiber optic,Yes
1278,57,Female,26,67.32,1750.21,37.5,631,128,0,Two year,Credit card,Fiber optic,No
1279,18,Male,3,82.91,238.4,29.9,636,185,3,Month-to-month,Credit card,Fiber optic,No
1280,28,Male,20,76.61,1580.83,22.5,78,161,0,One year,Electronic check,Fiber optic,No
1281,45,Female,40,99.5,3965.58,37.6,76,53,1,Month-to-month,Credit card,Fiber optic,Yes
1282,42,Female,39,83.36,3290.24,20,563,367,0,Month-to-month,Credit card,Fiber optic,Yes
1283,67,Male,72,71.53,5149.59,17.4,570,189,1,One year,Electronic check,DSL,No
1284,40,Female,18,90.87,1629.3,34.5,676,355,1,Month-to-month,Electronic check,Fiber optic,No
1285,48,Female,41,52.92,2100.86,33.6,649,100,0,One year,Mailed check,Fiber optic,No
1286,47,Male,70,78.95,5771.58,31.3,461,259,0,Month-to-month,Mailed check,Fiber optic,No
1287,59,Female,27,75.35,2080.97,20.9,672,330,0,Month-to-month,Electronic check,Fiber optic,No
1288,52,Female,15,82.1,1239.73,18,452,19,0,Month-to-month,Bank transfer,Fiber optic,Yes
1289,24,Female,37,66.59,2391.36,16.2,557,90,1,Month-to-month,Electronic check,DSL,No
